3.673282370615053654e+09,3.671203691673819542e+09
3.662907158572042942e+09,3.646812318214592457e+09
3.632310743260215282e+09,3.612612379467811108e+09
3.598744666288172245e+09,3.586916603605150223e+09
3.581000626924731255e+09,3.586435020360515118e+09
3.581057821178494453e+09,3.584217890060085773e+09
3.577005379716128826e+09,3.581318795536480904e+09
3.575107566382795811e+09,3.580244022935622215e+09
3.572868516610752583e+09,3.577540392652360439e+09
3.569391285677419186e+09,3.572725382042918682e+09
3.563691679655913830e+09,3.565484859330471992e+09
3.556796288275269032e+09,3.559298735793991566e+09
3.550926808361290455e+09,3.555633472824034214e+09
3.546957740318279743e+09,3.552401612360515118e+09
3.542671483320430279e+09,3.549731299433476448e+09
3.539239713582795620e+09,3.547547220600858212e+09
3.535414005539784908e+09,3.544492142969956875e+09
3.530475885556989193e+09,3.537479375656652451e+09
3.514213091922580719e+09,3.507556242128755569e+09
3.487595460541935444e+09,3.492577609613733768e+09
3.470211358279570103e+09,3.483596828566523552e+09
3.454058725023655891e+09,3.471103840686695099e+09
3.442902991552688122e+09,3.463688676532188892e+09
3.432510065410752773e+09,3.457966445871244431e+09
3.426602981574193478e+09,3.455340506643776894e+09
3.421915572025806427e+09,3.453829524326180458e+09
3.419877860473118305e+09,3.453647807175965786e+09
3.417397393341935635e+09,3.451517657545064449e+09
3.416975690322580814e+09,3.451553766729613781e+09
3.414648246227956772e+09,3.451180662660943985e+09
3.413641951518279552e+09,3.451424176892704010e+09
3.412757708800000191e+09,3.450563959759656429e+09
3.411885674804301262e+09,3.450634226815450668e+09
3.411174063070967674e+09,3.451188971124463558e+09
3.410646269247311592e+09,3.450837569922746658e+09
3.410250613264516354e+09,3.450843020635193348e+09
3.409562899268817425e+09,3.450285344961373329e+09
3.409067080670967579e+09,3.449274005424892902e+09
3.408163969926881790e+09,3.449469716875536442e+09
3.407622205660214901e+09,3.449245603708154678e+09
3.407091320017204285e+09,3.448449321751072884e+09
3.406502517815053940e+09,3.448087921167381763e+09
3.405865356387096882e+09,3.448080486180257320e+09
3.405265014916129112e+09,3.447807851673819542e+09
3.404750601359139919e+09,3.447145946643776894e+09
3.404285366227956772e+09,3.446360616652360439e+09
3.404230770511827946e+09,3.446111361648068905e+09
3.403415552000000000e+09,3.444948060291845322e+09
3.402496814795699120e+09,3.444027283227468014e+09
3.402086422021505356e+09,3.443863918969956875e+09
3.401747237987096786e+09,3.442712335381974220e+09
3.401155731544085979e+09,3.442596125665235996e+09
3.400653861436559200e+09,3.441991335004292011e+09
3.400743541815053940e+09,3.441464432068669319e+09
3.399798590210752487e+09,3.441562480068669319e+09
3.399486792120429993e+09,3.441403338712446213e+09
3.398945521135483742e+09,3.440715571639484882e+09
3.398477696275269032e+09,3.439655484978540897e+09
3.397942890804301262e+09,3.439294733184549332e+09
3.397854364352688313e+09,3.439110980669528008e+09
3.397436070262365818e+09,3.438709284257510662e+09
3.397186716352688313e+09,3.437467955090128899e+09
3.396576632567741871e+09,3.437827002231759548e+09
3.396222315354838848e+09,3.437037739948497772e+09
3.395872737169892311e+09,3.436495224309012890e+09
3.395323917212903023e+09,3.435030621390557766e+09
3.394915233307527065e+09,3.434956384686695099e+09
3.394530737823656082e+09,3.434385808480686665e+09
3.394457150761290550e+09,3.434330575107295990e+09
3.394008925040860176e+09,3.433904608137339115e+09
3.393641623948387146e+09,3.433285963811158657e+09
3.393321704326881886e+09,3.432961846386266232e+09
3.393146562890322685e+09,3.430938293836909771e+09
3.393123299372043133e+09,3.430961273957081318e+09
3.392087821763441086e+09,3.429740517630901337e+09
3.392154987354838848e+09,3.430317421321888447e+09
3.391500402511827946e+09,3.429426975313304901e+09
3.391108490184946060e+09,3.429128415038626671e+09
3.390824183741935253e+09,3.428612597012875557e+09
3.390471443268817425e+09,3.428405192515021324e+09
3.390312315870967865e+09,3.428610405081544876e+09
3.390102301178494453e+09,3.428186133974248886e+09
3.389927529703225613e+09,3.428206256343347549e+09
3.389576700696774006e+09,3.427888012635193348e+09
3.389403673324731350e+09,3.427336649613733768e+09
3.388984331010752678e+09,3.427352004669528008e+09
3.388729339595698833e+09,3.426494675502145767e+09
3.388731013230107307e+09,3.426863392412017345e+09
