1.403998180916511511e-02,1.419291709378259214e-02
1.403247967897434077e-02,1.419176765759543046e-02
1.403122704342360527e-02,1.420018678407253786e-02
1.403265728624473498e-02,1.420543159210927754e-02
1.403065147611182346e-02,1.421273843854142099e-02
1.402982199028122989e-02,1.421549252829905005e-02
1.402867844625681377e-02,1.421681556016821460e-02
1.402874579631799637e-02,1.422341181359462227e-02
1.402844564891025415e-02,1.422782547151523261e-02
1.402702816485265798e-02,1.422818546717726125e-02
1.402725410470532716e-02,1.422978900970622157e-02
1.402650893736286271e-02,1.422921347199185803e-02
1.402630014124492223e-02,1.422990470373330062e-02
1.402594198745293376e-02,1.422810224834701424e-02
1.402539181017165362e-02,1.422486354414063438e-02
1.402568600622181548e-02,1.422997207656172616e-02
1.402549705175701322e-02,1.423258306053050946e-02
1.402488488154706413e-02,1.423271525625603370e-02
1.402471672723637486e-02,1.423312526699966642e-02
1.402432915361169832e-02,1.423634450065898449e-02
1.402405403878872851e-02,1.423086631926441178e-02
1.402404095445360446e-02,1.422400878894593095e-02
1.402342292623177424e-02,1.422070533469763261e-02
1.402319301121830557e-02,1.422208176941430931e-02
1.402329488552827956e-02,1.422620446195668048e-02
1.402310191492163807e-02,1.422891884564078495e-02
1.402223940520362991e-02,1.423732473068878464e-02
1.402175759112589057e-02,1.423977672643931061e-02
1.402151958691062912e-02,1.423668850460883123e-02
1.402119746911243379e-02,1.423775426662086604e-02
1.402089132253589963e-02,1.423883041049616230e-02
1.402084352953730795e-02,1.423397191705550770e-02
1.402106286233577130e-02,1.423602945664349806e-02
1.401989275804451165e-02,1.423972911557867121e-02
1.401966352377163709e-02,1.423989422363211230e-02
1.401930101232914776e-02,1.423922952939027028e-02
1.401959746916663779e-02,1.423875928562592756e-02
1.401857869419275739e-02,1.423062917565097278e-02
1.401806251523693252e-02,1.422835429084492315e-02
1.401723946342949174e-02,1.422854620960489064e-02
1.401769165732279568e-02,1.423062203584325724e-02
1.401683877814899858e-02,1.423139983775326134e-02
1.401584325763813137e-02,1.422920400081835630e-02
1.401665263771555495e-02,1.422326632179860516e-02
1.401521679415240230e-02,1.422122976450268007e-02
1.401471065782790293e-02,1.422935335393895467e-02
1.401372517084146542e-02,1.422543545730975412e-02
1.401354562152515824e-02,1.422735158499185103e-02
1.401290066876058164e-02,1.422242253130861014e-02
1.401194561474918866e-02,1.421965328767337867e-02
1.401219088854545672e-02,1.421734937007778678e-02
1.401159782005321694e-02,1.421176330837427455e-02
1.401084967247851441e-02,1.421346025124499597e-02
1.400977211020391737e-02,1.421137495383312938e-02
1.400871047589321780e-02,1.420791595377386522e-02
1.400794795535738151e-02,1.420241414908692511e-02
1.400759364922962887e-02,1.419821348328732455e-02
1.400702557006439607e-02,1.420040800882897518e-02
1.400621880822003167e-02,1.420495898055156025e-02
1.400657137493034436e-02,1.420703238435516540e-02
1.400509414507106025e-02,1.420213580586875655e-02
1.400560613940743902e-02,1.419977400483203589e-02
1.400225216692144170e-02,1.420470659199154356e-02
1.400198813291612422e-02,1.419907485008968344e-02
1.400004644217247088e-02,1.420511924373548014e-02
1.400058513793260399e-02,1.420254889474377794e-02
1.399996037288327687e-02,1.420114417400316319e-02
1.399873740988163799e-02,1.420925729050720107e-02
1.399788869028331835e-02,1.421425093030820319e-02
1.399559594912780369e-02,1.421253500866288821e-02
1.399657639316969661e-02,1.421218483023647082e-02
1.399310042240676198e-02,1.421318944853803765e-02
1.399043022538980045e-02,1.421430344067974895e-02
1.399347395547206711e-02,1.421215424927433843e-02
1.399211957310792474e-02,1.422024370605841706e-02
1.398934948253121625e-02,1.422300136571990475e-02
1.398945184633693627e-02,1.422370773312515470e-02
1.398720675474637506e-02,1.422085079006605961e-02
1.398605519209862418e-02,1.421039689124495645e-02
1.398598918985828783e-02,1.420723940235135013e-02
1.398512742918260783e-02,1.419982247174104983e-02
1.398077759240036119e-02,1.419691859173173587e-02
1.398011580098212567e-02,1.419505978286311927e-02
1.397870996236983201e-02,1.419002722018178515e-02
1.397804135443874753e-02,1.419163240195231435e-02
1.397425592901872446e-02,1.419582188448166409e-02
1.398064750947507900e-02,1.419392262277391868e-02
1.397408323947303167e-02,1.419372680626177809e-02
1.396808721028365043e-02,1.418541962176993881e-02
1.397201996709300509e-02,1.417751716602112626e-02
1.396758774020819341e-02,1.417271032690364460e-02
1.396520123443501481e-02,1.417366727970318513e-02
1.396202358059340370e-02,1.417562278561049390e-02
